dataset,seed,feature_source,readout,accuracy,feature_sparsity,feature_train_time_s,readout_train_time_s,train_subset_n,test_subset_n,status,error
fashion_mnist,3,mlp_hidden,logreg,0.777,0.283890625,1.106783151626587,0.3590316772460937,2000,1000,ok,
fashion_mnist,3,mlp_hidden,ridge,0.777,0.283890625,1.106783151626587,0.0063409805297851,2000,1000,ok,
fashion_mnist,3,mlp_hidden,linear_svm,0.774,0.283890625,1.106783151626587,0.2784245014190674,2000,1000,ok,
fashion_mnist,3,mlp_hidden,knn5,0.738,0.283890625,1.106783151626587,1.1938469409942627,2000,1000,ok,
fashion_mnist,3,mlp_hidden,small_mlp,0.739,0.283890625,1.106783151626587,0.2437641620635986,2000,1000,ok,
fashion_mnist,3,standard_cnn_penultimate,logreg,0.757,0.402953125,1.9376599788665767,0.4226973056793213,2000,1000,ok,
fashion_mnist,3,standard_cnn_penultimate,ridge,0.774,0.402953125,1.9376599788665767,0.0049600601196289,2000,1000,ok,
fashion_mnist,3,standard_cnn_penultimate,linear_svm,0.72,0.402953125,1.9376599788665767,0.2657902240753174,2000,1000,ok,
fashion_mnist,3,standard_cnn_penultimate,knn5,0.711,0.402953125,1.9376599788665767,1.182983636856079,2000,1000,ok,
fashion_mnist,3,standard_cnn_penultimate,small_mlp,0.719,0.402953125,1.9376599788665767,0.305140733718872,2000,1000,ok,
fashion_mnist,4,mlp_hidden,logreg,0.8,0.2511171875,0.2212543487548828,0.3602004051208496,2000,1000,ok,
fashion_mnist,4,mlp_hidden,ridge,0.806,0.2511171875,0.2212543487548828,0.0050675868988037,2000,1000,ok,
fashion_mnist,4,mlp_hidden,linear_svm,0.766,0.2511171875,0.2212543487548828,0.2230811119079589,2000,1000,ok,
fashion_mnist,4,mlp_hidden,knn5,0.769,0.2511171875,0.2212543487548828,1.100675344467163,2000,1000,ok,
fashion_mnist,4,mlp_hidden,small_mlp,0.788,0.2511171875,0.2212543487548828,0.4110159873962402,2000,1000,ok,
fashion_mnist,4,standard_cnn_penultimate,logreg,0.651,0.3231640625,1.4191129207611084,0.528470516204834,2000,1000,ok,
fashion_mnist,4,standard_cnn_penultimate,ridge,0.814,0.3231640625,1.4191129207611084,0.00462651252746582,2000,1000,ok,
fashion_mnist,4,standard_cnn_penultimate,linear_svm,0.66,0.3231640625,1.4191129207611084,0.24480390548706055,2000,1000,ok,
fashion_mnist,4,standard_cnn_penultimate,knn5,0.702,0.3231640625,1.4191129207611084,1.2113754749298096,2000,1000,ok,
fashion_mnist,4,standard_cnn_penultimate,small_mlp,0.682,0.3231640625,1.4191129207611084,0.21059322357177734,2000,1000,ok,
